date,crop,mandi,arrival_tonnes,min_price,max_price,model_price,weather
2025-08-28,Mustard,Lucknow,306.48,1699,2328,1879,Sunny
2025-03-27,Rice,Jaipur,497.64,2086,2855,2401,Cloudy
2025-01-24,Onion,Delhi,22.18,2379,2715,2467,Rainy
2025-10-21,Wheat,Jaipur,399.28,1120,1607,1510,Sunny
2025-12-15,Potato,Indore,31.22,2001,2458,2032,Cloudy
2025-09-22,Onion,Indore,397.5,2397,2997,2796,Rainy
2025-01-20,Rice,Lucknow,469.19,2342,2627,2614,Rainy
2025-09-30,Wheat,Kanpur,282.03,2044,2534,2502,Humid
2025-04-22,Potato,Jaipur,363.13,1047,1833,1460,Humid
2025-05-13,Rice,Indore,186.89,1384,1869,1782,Rainy
2025-04-22,Maize,Delhi,400.99,2158,2917,2559,Sunny
2025-05-25,Mustard,Bhopal,158.03,1670,2084,2009,Humid
2025-09-20,Potato,Kanpur,293.25,2026,2282,2163,Humid
2025-05-19,Rice,Lucknow,107.74,1831,2403,2155,Foggy
2025-08-22,Potato,Kanpur,223.57,1061,1661,1440,Rainy
2025-01-05,Maize,Jaipur,186.63,2328,2559,2329,Foggy
2025-12-03,Wheat,Kanpur,156.63,1279,1995,1512,Cloudy
2025-12-11,Onion,Jaipur,260.92,2018,2548,2059,Cloudy
2025-03-03,Onion,Jaipur,481.41,1689,2310,1878,Humid
2025-11-15,Wheat,Lucknow,281.67,1077,1665,1338,Humid
2025-02-04,Potato,Jaipur,490.97,1317,1495,1446,Foggy
2025-07-16,Maize,Delhi,50.08,1908,2425,2421,Sunny
2025-10-29,Wheat,Lucknow,481.0,1822,2253,1854,Cloudy
2025-11-05,Mustard,Kanpur,376.36,1039,1622,1552,Humid
2025-11-06,Potato,Jaipur,207.82,1297,1490,1487,Foggy
2025-09-22,Potato,Delhi,145.86,1451,1886,1702,Humid
2025-11-11,Onion,Lucknow,59.17,1106,1537,1158,Foggy
2025-08-10,Onion,Indore,183.36,1110,1422,1112,Foggy
2025-02-11,Mustard,Lucknow,364.07,1906,2250,1978,Rainy
2025-10-21,Potato,Lucknow,256.82,1380,1504,1414,Sunny
2025-06-18,Potato,Bhopal,312.75,1282,2074,2045,Humid
2025-02-28,Maize,Indore,446.17,2359,2756,2516,Sunny
2025-09-14,Onion,Lucknow,111.12,1534,2290,1873,Humid
2025-05-13,Maize,Jaipur,380.73,1337,1979,1950,Foggy
2025-10-09,Mustard,Bhopal,168.28,1289,1952,1702,Humid
2025-12-18,Potato,Lucknow,237.96,2326,2596,2330,Humid
2025-03-10,Onion,Kanpur,363.29,2497,3215,3175,Rainy
2025-10-30,Wheat,Bhopal,403.86,2408,2677,2598,Sunny
2025-09-14,Wheat,Delhi,307.76,1799,2077,1813,Sunny
2025-04-02,Mustard,Delhi,398.19,2209,2992,2264,Foggy
2025-07-13,Rice,Bhopal,75.2,1290,2011,1680,Sunny
2025-02-17,Potato,Kanpur,481.57,1871,2555,2069,Humid
2025-11-01,Rice,Jaipur,225.68,1476,2270,1641,Cloudy
2025-11-08,Maize,Jaipur,11.92,2324,2673,2475,Cloudy
2025-09-24,Mustard,Bhopal,377.82,2108,2584,2286,Humid
2025-04-27,Potato,Indore,379.06,821,1236,1076,Foggy
2025-03-15,Rice,Lucknow,67.31,2310,2953,2416,Rainy
2025-03-20,Onion,Bhopal,286.43,1387,1970,1712,Foggy
2025-02-08,Maize,Indore,323.62,2482,2929,2773,Rainy
2025-05-25,Rice,Indore,148.52,1019,1381,1121,Sunny
2025-09-01,Wheat,Delhi,484.54,2476,2852,2739,Sunny
2025-01-19,Potato,Delhi,488.59,1637,1770,1746,Cloudy
2025-03-02,Maize,Jaipur,95.56,1494,1829,1808,Sunny
2025-10-05,Maize,Kanpur,495.11,2010,2470,2255,Sunny
2025-08-08,Mustard,Lucknow,413.75,1587,1968,1805,Cloudy
2025-06-24,Wheat,Kanpur,492.53,1064,1618,1317,Foggy
2025-06-11,Potato,Jaipur,61.69,1809,2488,2214,Cloudy
2025-07-16,Onion,Jaipur,199.29,1893,2346,2156,Foggy
2025-05-27,Rice,Lucknow,67.64,2304,3001,2811,Cloudy
2025-03-19,Wheat,Delhi,287.57,1177,1858,1360,Foggy
2025-08-06,Wheat,Delhi,19.18,1780,2099,1871,Foggy
2025-04-14,Maize,Jaipur,448.7,1346,1735,1393,Sunny
2025-12-07,Rice,Indore,182.05,971,1410,1088,Rainy
2025-01-24,Wheat,Lucknow,431.19,966,1638,1219,Cloudy
2025-12-09,Potato,Kanpur,450.48,1262,1482,1351,Humid
2025-04-25,Maize,Kanpur,232.07,920,1472,1272,Humid
2025-10-02,Potato,Bhopal,137.17,1945,2346,2049,Foggy
2025-03-09,Potato,Jaipur,198.64,1876,2023,1994,Humid
2025-02-18,Wheat,Lucknow,42.33,1373,2090,2065,Sunny
2025-01-20,Rice,Jaipur,134.42,2086,2745,2253,Rainy
2025-01-17,Maize,Lucknow,288.83,2371,2794,2555,Sunny
2025-07-11,Rice,Delhi,140.11,1210,1524,1310,Foggy
2025-04-07,Rice,Bhopal,319.28,866,1198,887,Foggy
2025-10-03,Mustard,Indore,378.14,1710,2456,2283,Foggy
2025-04-22,Wheat,Bhopal,191.51,1535,1726,1668,Cloudy
2025-12-26,Potato,Kanpur,467.66,1120,1493,1436,Humid
2025-05-02,Potato,Lucknow,114.54,1166,1408,1233,Humid
2025-08-09,Potato,Delhi,257.81,1115,1610,1451,Humid
2025-01-07,Potato,Lucknow,491.98,1488,2112,1740,Rainy
2025-10-10,Mustard,Indore,373.83,919,1491,1354,Sunny
2025-06-09,Mustard,Kanpur,329.69,2114,2406,2235,Sunny
2025-02-28,Maize,Lucknow,113.37,1983,2380,2351,Cloudy
2025-05-05,Onion,Bhopal,132.14,1804,2186,2141,Humid
2025-12-12,Maize,Bhopal,64.77,1704,2334,2188,Humid
2025-06-28,Mustard,Jaipur,290.13,1279,1999,1667,Foggy
2025-04-17,Potato,Jaipur,336.46,1626,2324,1770,Cloudy
2025-08-02,Maize,Delhi,311.0,1299,1412,1339,Cloudy
2025-11-26,Wheat,Delhi,94.29,892,1564,1510,Foggy
2025-12-24,Rice,Indore,98.78,1794,2244,2115,Rainy
2025-02-01,Wheat,Jaipur,110.15,1709,1983,1897,Humid
2025-07-03,Potato,Indore,324.97,1698,2435,2419,Rainy
2025-09-07,Wheat,Indore,386.23,1218,1513,1265,Rainy
2025-12-14,Maize,Bhopal,437.9,1871,2141,2118,Rainy
2025-11-03,Mustard,Delhi,364.82,1223,1495,1366,Foggy
2025-11-20,Potato,Kanpur,171.24,1479,1946,1645,Foggy
2025-06-25,Wheat,Bhopal,71.11,1088,1506,1109,Humid
2025-08-13,Potato,Indore,55.35,2392,2631,2461,Sunny
2025-06-19,Wheat,Indore,316.2,2177,2633,2573,Humid
2025-07-06,Wheat,Lucknow,70.92,1721,1912,1868,Rainy
2025-05-09,Wheat,Delhi,206.69,1988,2546,2519,Rainy
2025-09-26,Maize,Indore,448.09,1838,2084,1946,Rainy
2025-06-18,Potato,Kanpur,64.49,1334,1787,1641,Humid
2025-03-29,Wheat,Indore,292.73,2179,2603,2208,Foggy
2025-10-01,Onion,Lucknow,403.07,1507,1646,1588,Cloudy
2025-08-05,Rice,Bhopal,480.03,1554,2000,1756,Sunny
2025-12-14,Rice,Kanpur,197.73,2234,2346,2303,Humid
2025-02-18,Onion,Bhopal,178.21,1727,2154,1957,Sunny
2025-09-18,Maize,Jaipur,90.13,2072,2528,2251,Cloudy
2025-12-12,Maize,Indore,414.42,1866,2492,2381,Foggy
2025-06-18,Maize,Bhopal,482.9,2211,2902,2845,Foggy
2025-08-26,Onion,Indore,427.1,2456,2573,2564,Cloudy
2025-04-08,Rice,Lucknow,290.8,1571,2324,2194,Cloudy
2025-01-30,Maize,Lucknow,218.58,832,999,996,Sunny
2025-06-06,Maize,Kanpur,252.18,2061,2466,2089,Rainy
2025-06-27,Onion,Lucknow,254.48,1249,1460,1348,Humid
2025-11-30,Potato,Delhi,474.92,1024,1689,1258,Cloudy
2025-12-04,Maize,Lucknow,260.47,1131,1389,1161,Foggy
2025-08-13,Mustard,Lucknow,416.24,2493,2817,2722,Foggy
2025-07-10,Maize,Bhopal,423.25,970,1162,1011,Cloudy
2025-06-01,Onion,Kanpur,479.49,2252,2878,2710,Sunny
2025-08-25,Wheat,Jaipur,261.99,1668,1916,1802,Cloudy
2025-05-07,Mustard,Delhi,250.63,1846,2579,1886,Humid
2025-08-22,Maize,Delhi,182.01,1001,1103,1074,Foggy
2025-10-20,Wheat,Indore,147.63,2432,2903,2533,Rainy
2025-06-22,Wheat,Bhopal,310.49,1865,2290,2130,Humid
2025-03-16,Maize,Indore,331.4,838,1163,860,Foggy
2025-10-27,Maize,Kanpur,296.3,1758,2248,1939,Rainy
2025-02-06,Potato,Lucknow,41.75,2290,2801,2797,Foggy
2025-01-01,Mustard,Jaipur,443.69,1019,1264,1141,Rainy
2025-04-30,Wheat,Lucknow,171.7,1342,1825,1802,Foggy
2025-07-23,Wheat,Indore,448.31,1888,2005,1905,Foggy
2025-10-13,Onion,Jaipur,136.45,1571,2069,1849,Foggy
2025-12-20,Potato,Delhi,102.72,2464,2886,2695,Sunny
2025-07-24,Mustard,Lucknow,200.79,1386,2121,1399,Sunny
2025-12-18,Onion,Jaipur,47.76,819,968,853,Humid
2025-04-12,Rice,Lucknow,38.7,2294,2428,2362,Foggy
2025-01-10,Rice,Jaipur,260.8,2282,3034,3012,Rainy
2025-11-01,Onion,Lucknow,107.75,1125,1838,1739,Sunny
2025-06-05,Rice,Jaipur,68.18,1248,1876,1347,Sunny
2025-06-07,Rice,Jaipur,103.44,2065,2409,2136,Foggy
2025-10-31,Onion,Lucknow,160.13,1043,1240,1073,Cloudy
2025-12-02,Onion,Kanpur,305.11,950,1636,1477,Sunny
2025-12-18,Maize,Kanpur,460.3,1386,1532,1497,Cloudy
2025-01-21,Rice,Jaipur,253.38,1216,1767,1473,Cloudy
2025-02-19,Onion,Bhopal,40.04,2223,2668,2592,Cloudy
2025-08-06,Potato,Indore,232.77,1595,2289,1664,Humid
2025-04-14,Onion,Jaipur,251.49,1208,1685,1488,Humid
2025-06-03,Rice,Kanpur,468.73,2112,2264,2129,Humid
2025-03-30,Mustard,Delhi,294.75,1382,1669,1419,Foggy
2025-09-08,Maize,Lucknow,366.46,2226,2863,2668,Sunny
2025-07-30,Potato,Lucknow,90.42,989,1430,1037,Rainy
2025-12-04,Wheat,Jaipur,330.1,2271,2918,2818,Humid
2025-06-25,Wheat,Jaipur,167.95,1994,2754,2676,Foggy
2025-03-28,Maize,Kanpur,212.66,1592,1909,1862,Foggy
2025-11-30,Potato,Bhopal,248.85,1607,2041,1954,Humid
2025-04-02,Mustard,Kanpur,122.28,1056,1850,1099,Sunny
2025-12-21,Wheat,Lucknow,81.23,1387,2134,2108,Cloudy
2025-09-23,Potato,Lucknow,14.8,1197,1306,1214,Humid
2025-11-25,Potato,Delhi,283.12,1245,1370,1343,Humid
2025-05-08,Rice,Bhopal,374.42,1448,2111,1840,Humid
2025-12-18,Maize,Kanpur,171.3,1451,2063,1759,Cloudy
2025-09-23,Potato,Lucknow,68.58,1713,2464,2312,Humid
2025-08-13,Potato,Jaipur,305.09,1224,1753,1556,Foggy
2025-02-20,Mustard,Lucknow,143.19,804,1344,1252,Rainy
2025-11-22,Rice,Jaipur,305.13,1903,2133,2102,Rainy
2025-12-24,Maize,Jaipur,354.73,2483,3241,2801,Sunny
2025-05-08,Wheat,Indore,291.74,1259,1861,1536,Rainy
2025-03-17,Maize,Lucknow,377.88,867,1614,984,Sunny
2025-09-01,Mustard,Lucknow,56.75,1983,2194,2048,Rainy
2025-10-08,Rice,Bhopal,166.93,1901,2184,2087,Sunny
2025-03-10,Rice,Kanpur,338.31,2344,2663,2370,Foggy
2025-12-06,Maize,Lucknow,188.05,1924,2088,1955,Rainy
2025-04-23,Rice,Indore,304.5,1840,1958,1929,Humid
2025-04-10,Onion,Jaipur,324.97,976,1545,1542,Rainy
2025-02-21,Wheat,Delhi,297.04,1095,1703,1557,Rainy
2025-12-02,Maize,Jaipur,62.2,2220,2490,2247,Rainy
2025-10-29,Onion,Lucknow,233.13,1162,1278,1230,Foggy
2025-02-04,Rice,Kanpur,359.92,1984,2205,2026,Sunny
2025-04-08,Wheat,Kanpur,175.19,1221,1611,1564,Cloudy
2025-09-22,Rice,Jaipur,159.47,1674,2008,1919,Rainy
2025-12-15,Onion,Delhi,280.08,1086,1821,1576,Sunny
2025-05-17,Rice,Delhi,461.53,1725,2304,2249,Sunny
2025-12-13,Maize,Lucknow,439.36,1997,2739,2472,Sunny
2025-07-04,Onion,Lucknow,286.06,1889,2111,1946,Sunny
2025-05-15,Rice,Jaipur,63.73,2329,2836,2372,Sunny
2025-01-14,Mustard,Indore,230.5,1110,1631,1591,Humid
2025-10-26,Mustard,Kanpur,388.67,2342,3087,3061,Rainy
2025-12-19,Rice,Indore,470.74,1611,1816,1657,Rainy
2025-02-17,Maize,Lucknow,79.77,990,1687,1274,Foggy
2025-08-22,Mustard,Delhi,172.63,1087,1832,1696,Sunny
2025-10-10,Potato,Bhopal,181.15,1436,2210,1496,Humid
2025-10-29,Wheat,Bhopal,95.21,2442,2667,2544,Rainy
2025-03-15,Onion,Delhi,163.55,1412,1860,1759,Sunny
2025-09-10,Rice,Lucknow,219.39,1997,2143,2009,Rainy
2025-09-06,Potato,Bhopal,196.28,2308,2751,2713,Cloudy
2025-08-24,Wheat,Bhopal,120.01,2486,2752,2646,Foggy
2025-05-11,Mustard,Indore,363.01,2256,2461,2310,Foggy
2025-05-03,Potato,Indore,170.4,2495,2800,2552,Sunny
2025-05-03,Onion,Delhi,31.23,898,1040,929,Humid
2025-05-22,Onion,Jaipur,335.15,1877,2253,1958,Humid
2025-03-09,Wheat,Delhi,231.13,1967,2417,2033,Cloudy
2025-11-09,Mustard,Kanpur,316.82,1834,2087,2022,Rainy
2025-06-05,Wheat,Kanpur,434.39,956,1256,1184,Foggy
2025-08-31,Mustard,Kanpur,151.66,2437,2610,2609,Foggy
2025-11-05,Onion,Kanpur,309.34,1847,2360,1900,Foggy
2025-04-08,Wheat,Delhi,314.43,1735,1945,1886,Sunny
2025-01-10,Maize,Kanpur,139.04,2444,2711,2618,Sunny
2025-12-28,Mustard,Lucknow,348.96,1821,2172,1845,Humid
2025-06-28,Onion,Indore,418.58,853,1569,1364,Foggy
2025-01-10,Onion,Jaipur,331.9,868,1420,1317,Cloudy
2025-12-25,Potato,Indore,378.54,1259,1752,1371,Foggy
2025-06-05,Wheat,Kanpur,406.49,2052,2159,2107,Foggy
2025-03-25,Onion,Bhopal,357.88,922,1593,1476,Sunny
2025-01-27,Onion,Delhi,306.62,1318,1993,1974,Foggy
2025-10-25,Wheat,Indore,412.46,2153,2770,2335,Foggy
2025-05-01,Onion,Jaipur,386.71,1053,1581,1197,Sunny
2025-08-16,Rice,Bhopal,320.45,1126,1335,1239,Cloudy
2025-05-13,Rice,Lucknow,387.95,1197,1494,1364,Sunny
2025-05-01,Potato,Kanpur,132.83,1908,2392,2291,Sunny
2025-09-10,Rice,Bhopal,221.94,1109,1331,1238,Cloudy
2025-08-20,Mustard,Indore,340.86,923,1231,1047,Rainy
2025-07-29,Potato,Bhopal,491.82,1961,2238,2167,Humid
2025-02-03,Wheat,Delhi,382.36,823,1545,1444,Foggy
2025-06-12,Wheat,Bhopal,453.57,1643,2031,1710,Humid
2025-05-28,Wheat,Indore,137.96,1322,1834,1511,Sunny
2025-03-16,Maize,Bhopal,91.04,1044,1607,1298,Cloudy
2025-01-20,Mustard,Kanpur,140.97,2140,2347,2211,Humid
2025-09-03,Potato,Jaipur,232.52,879,1145,929,Cloudy
2025-09-03,Maize,Lucknow,216.42,1645,2213,2128,Cloudy
2025-04-10,Mustard,Bhopal,98.64,1782,2526,2068,Rainy
2025-12-16,Maize,Indore,439.74,990,1669,1532,Humid
2025-09-18,Mustard,Indore,387.27,1712,1854,1777,Foggy
2025-05-18,Rice,Indore,186.77,2046,2292,2063,Rainy
2025-06-05,Wheat,Delhi,171.83,1062,1756,1458,Sunny
2025-12-02,Maize,Delhi,444.92,979,1182,1073,Rainy
2025-06-08,Onion,Kanpur,274.83,2195,2366,2275,Cloudy
2025-11-11,Potato,Indore,133.78,1487,2156,2127,Humid
2025-08-16,Onion,Jaipur,11.81,1537,1796,1774,Sunny
2025-05-13,Wheat,Jaipur,469.9,1143,1321,1231,Foggy
2025-05-24,Mustard,Indore,331.53,1080,1819,1747,Humid
2025-05-04,Rice,Indore,355.96,874,1062,938,Sunny
2025-10-15,Mustard,Jaipur,458.11,1686,1980,1732,Foggy
2025-12-12,Mustard,Lucknow,364.43,1635,2326,2131,Foggy
2025-08-21,Maize,Kanpur,21.76,1185,1297,1256,Cloudy
2025-09-25,Onion,Jaipur,481.43,2178,2458,2281,Cloudy
2025-08-14,Wheat,Jaipur,204.43,1072,1387,1269,Rainy
2025-10-18,Wheat,Bhopal,78.93,2313,2819,2453,Cloudy
2025-03-26,Onion,Jaipur,445.98,2320,2610,2342,Cloudy
2025-01-02,Rice,Bhopal,231.86,1139,1390,1375,Rainy
2025-12-23,Mustard,Lucknow,210.61,969,1382,1304,Foggy
2025-08-05,Rice,Indore,435.05,1697,2445,1855,Rainy
2025-04-27,Rice,Bhopal,50.44,1400,1546,1488,Sunny
2025-04-11,Rice,Indore,184.14,1703,2303,2065,Cloudy
2025-11-19,Onion,Indore,265.68,1500,1738,1686,Rainy
2025-12-22,Wheat,Lucknow,138.34,1464,1780,1779,Cloudy
2025-04-06,Potato,Jaipur,204.77,2473,2668,2646,Humid
2025-07-21,Maize,Jaipur,481.13,1204,1830,1420,Cloudy
2025-04-24,Mustard,Jaipur,187.51,2326,3076,2417,Cloudy
2025-07-02,Onion,Kanpur,337.2,1707,2268,1820,Rainy
2025-11-25,Mustard,Lucknow,433.78,1059,1637,1099,Foggy
2025-02-17,Mustard,Bhopal,49.5,2032,2159,2090,Humid
2025-01-06,Rice,Delhi,105.5,1849,2163,2161,Rainy
2025-04-27,Rice,Lucknow,147.94,1249,1461,1380,Humid
2025-01-03,Onion,Lucknow,254.69,1529,2269,1663,Rainy
2025-03-18,Onion,Delhi,219.81,926,1315,1256,Rainy
2025-11-25,Rice,Lucknow,110.04,1890,2037,1986,Sunny
2025-12-25,Potato,Kanpur,148.73,1433,1943,1512,Foggy
2025-10-06,Maize,Bhopal,142.11,1240,1827,1478,Rainy
2025-10-10,Rice,Lucknow,116.15,1213,1541,1439,Cloudy
2025-02-08,Maize,Indore,204.07,1719,2027,1971,Foggy
2025-05-27,Wheat,Lucknow,485.19,2342,3120,2527,Foggy
2025-08-18,Onion,Bhopal,43.29,976,1284,1063,Sunny
2025-11-16,Maize,Kanpur,19.7,2433,2780,2648,Rainy
2025-12-18,Rice,Bhopal,277.71,2373,2765,2593,Sunny
2025-10-05,Wheat,Kanpur,269.46,1944,2711,2438,Sunny
2025-01-24,Wheat,Kanpur,498.11,1422,1846,1438,Foggy
2025-04-20,Onion,Kanpur,399.36,1050,1313,1108,Humid
2025-12-14,Onion,Indore,475.97,2288,2942,2579,Humid
2025-06-16,Maize,Kanpur,45.94,1611,2345,1706,Sunny
2025-04-28,Onion,Jaipur,368.74,2427,3221,3135,Foggy
2025-05-28,Rice,Bhopal,48.35,856,1359,1173,Humid
2025-03-28,Onion,Kanpur,465.05,1841,2353,1952,Sunny
2025-03-06,Mustard,Delhi,274.14,1493,2009,1573,Humid
2025-12-21,Maize,Kanpur,65.48,1619,2149,1881,Sunny
2025-07-09,Mustard,Kanpur,238.35,1561,2178,1794,Humid
2025-09-25,Wheat,Lucknow,143.13,2488,3046,2711,Rainy
2025-04-27,Maize,Jaipur,33.45,1731,1874,1796,Cloudy
2025-03-05,Maize,Indore,435.37,1986,2510,2381,Foggy
2025-10-02,Maize,Jaipur,227.31,1541,2320,1848,Sunny
2025-06-14,Onion,Bhopal,107.15,1870,2657,1972,Foggy
2025-05-21,Potato,Lucknow,491.05,1777,2021,1923,Rainy
2025-06-19,Onion,Delhi,207.56,1486,2158,1677,Cloudy
2025-04-17,Onion,Bhopal,63.16,1710,2067,2006,Humid
2025-02-13,Mustard,Lucknow,346.13,2221,2704,2547,Sunny
2025-02-09,Maize,Jaipur,89.87,1832,2464,2126,Rainy
2025-10-07,Rice,Jaipur,239.02,1714,2071,1902,Sunny
2025-12-23,Rice,Delhi,249.51,2167,2619,2471,Foggy
2025-02-12,Maize,Indore,268.59,2121,2440,2192,Rainy
2025-12-12,Mustard,Lucknow,364.59,1239,1642,1610,Humid
2025-02-07,Potato,Kanpur,366.69,1086,1879,1194,Sunny
2025-05-28,Onion,Lucknow,149.88,998,1596,1194,Humid
2025-02-12,Rice,Indore,109.24,2072,2531,2336,Cloudy
2025-04-21,Wheat,Delhi,434.39,1199,1421,1244,Sunny
2025-11-10,Maize,Bhopal,176.58,1217,1725,1464,Cloudy
2025-03-10,Maize,Delhi,311.38,884,1203,990,Humid
2025-10-18,Potato,Bhopal,246.19,2421,2524,2523,Rainy
2025-11-17,Onion,Lucknow,302.0,1886,2463,2080,Rainy
2025-08-30,Wheat,Kanpur,94.74,1745,2100,2074,Cloudy
2025-11-30,Onion,Kanpur,476.23,1608,1804,1647,Foggy
2025-09-29,Rice,Kanpur,51.29,2390,2998,2531,Sunny
2025-09-21,Wheat,Indore,330.39,1234,2022,1753,Cloudy
2025-09-14,Maize,Kanpur,273.22,2148,2839,2249,Foggy
2025-11-11,Wheat,Jaipur,216.78,1766,2252,1904,Foggy
2025-03-03,Rice,Jaipur,234.8,1427,1974,1454,Foggy
2025-04-13,Maize,Kanpur,408.82,1624,2348,2027,Foggy
2025-04-24,Maize,Indore,141.15,1921,2516,2189,Rainy
2025-11-03,Potato,Indore,347.24,1764,2548,2311,Sunny
2025-10-15,Wheat,Kanpur,130.45,1039,1278,1208,Humid
2025-01-16,Wheat,Jaipur,165.82,1852,2215,1875,Sunny
2025-03-08,Rice,Bhopal,320.6,2334,2890,2845,Foggy
2025-06-09,Maize,Bhopal,117.49,2187,2324,2271,Humid
2025-04-21,Potato,Delhi,498.83,1003,1474,1198,Rainy
2025-08-22,Rice,Bhopal,477.63,1815,1972,1951,Humid
2025-09-13,Mustard,Jaipur,356.57,2297,3030,2586,Foggy
2025-12-31,Potato,Lucknow,423.02,974,1216,1048,Humid
2025-03-21,Rice,Jaipur,97.86,1821,2325,2268,Foggy
2025-11-03,Wheat,Lucknow,155.65,1203,1325,1248,Humid
2025-03-13,Potato,Kanpur,320.96,2227,2499,2383,Rainy
2025-12-12,Onion,Delhi,71.84,1307,1766,1389,Rainy
2025-07-18,Wheat,Jaipur,140.09,1337,1787,1627,Humid
2025-04-14,Onion,Lucknow,398.92,1854,2211,1953,Humid
2025-11-11,Maize,Kanpur,223.26,1387,1603,1438,Sunny
2025-07-11,Rice,Lucknow,115.59,910,1094,1086,Rainy
2025-09-22,Mustard,Indore,452.1,1941,2162,1972,Foggy
2025-05-02,Potato,Bhopal,91.26,1028,1282,1060,Foggy
2025-02-15,Mustard,Kanpur,101.87,1723,2465,2192,Humid
2025-05-19,Potato,Indore,87.97,1546,2306,2290,Cloudy
2025-05-21,Onion,Lucknow,155.99,1186,1749,1502,Cloudy
2025-07-01,Potato,Kanpur,82.52,826,970,942,Humid
2025-07-30,Rice,Jaipur,422.5,2118,2635,2625,Foggy
2025-11-03,Wheat,Indore,245.04,2019,2344,2220,Foggy
2025-02-02,Onion,Indore,216.08,2304,2707,2704,Rainy
2025-05-13,Maize,Delhi,113.4,835,1521,1069,Rainy
2025-06-15,Maize,Delhi,359.63,2441,3157,3104,Humid
2025-01-06,Wheat,Jaipur,300.66,1282,1775,1532,Rainy
2025-07-10,Potato,Lucknow,233.99,1664,2268,2142,Cloudy
2025-04-03,Wheat,Kanpur,120.3,1970,2462,2191,Sunny
2025-03-11,Rice,Kanpur,432.52,1064,1379,1192,Rainy
2025-06-12,Mustard,Indore,353.93,1456,1913,1848,Humid
2025-03-09,Mustard,Indore,475.89,2345,2928,2370,Rainy
2025-01-14,Mustard,Kanpur,95.35,2161,2799,2185,Rainy
2025-08-10,Potato,Jaipur,76.56,1736,1886,1860,Humid
2025-10-14,Maize,Indore,168.57,1394,1772,1502,Foggy
2025-05-05,Onion,Indore,249.78,1776,2443,2254,Humid
2025-07-06,Onion,Kanpur,425.94,857,1203,895,Humid
2025-12-13,Rice,Indore,383.69,2189,2888,2458,Sunny
2025-04-02,Wheat,Delhi,77.43,1975,2608,2164,Foggy
2025-07-09,Wheat,Delhi,155.36,890,1146,914,Rainy
2025-08-07,Maize,Indore,288.94,1586,2331,2213,Rainy
2025-01-31,Wheat,Indore,84.26,1277,1798,1740,Sunny
2025-05-18,Wheat,Bhopal,320.71,1806,2471,2068,Foggy
2025-09-28,Maize,Delhi,458.01,1876,2364,2278,Foggy
2025-01-12,Mustard,Bhopal,396.86,2399,2611,2579,Humid
2025-07-20,Rice,Jaipur,185.05,2147,2656,2260,Humid
2025-04-26,Potato,Indore,123.81,992,1197,1037,Humid
2025-06-17,Onion,Lucknow,407.63,1247,1424,1367,Cloudy
2025-04-28,Maize,Jaipur,335.14,1377,1685,1586,Humid
2025-08-15,Onion,Indore,413.75,2244,2759,2295,Humid
2025-04-24,Maize,Delhi,445.83,2425,3183,2961,Sunny
2025-08-26,Maize,Indore,75.12,884,1482,926,Cloudy
2025-11-17,Rice,Indore,173.75,2006,2714,2353,Cloudy
2025-10-06,Maize,Kanpur,401.67,1862,2557,2316,Sunny
2025-12-03,Rice,Delhi,363.06,903,1523,1303,Humid
2025-08-10,Maize,Lucknow,395.28,1057,1317,1293,Humid
2025-02-05,Mustard,Jaipur,418.77,1391,1685,1525,Foggy
2025-09-16,Maize,Bhopal,385.77,1715,2261,2111,Rainy
2025-02-17,Potato,Lucknow,185.5,924,1579,948,Foggy
2025-05-10,Wheat,Delhi,488.05,1071,1702,1190,Sunny
2025-03-03,Rice,Lucknow,469.3,1926,2340,2252,Humid
2025-11-12,Mustard,Kanpur,245.76,1996,2412,2036,Foggy
2025-05-23,Potato,Jaipur,206.35,861,1205,1182,Sunny
2025-05-28,Mustard,Delhi,315.56,848,1534,1199,Sunny
2025-12-22,Rice,Lucknow,407.29,2404,2956,2909,Sunny
2025-08-06,Maize,Indore,121.3,1827,2256,2102,Rainy
2025-09-30,Onion,Indore,138.83,1465,1615,1570,Humid
2025-02-15,Wheat,Lucknow,499.66,2180,2770,2524,Cloudy
2025-04-20,Onion,Lucknow,169.74,1341,1905,1368,Sunny
2025-06-21,Rice,Delhi,215.02,922,1265,979,Foggy
2025-06-29,Rice,Lucknow,238.78,2095,2227,2182,Foggy
2025-04-14,Maize,Lucknow,94.17,886,1501,1211,Foggy
2025-12-22,Potato,Lucknow,159.17,1596,1708,1617,Humid
2025-05-19,Rice,Indore,58.77,894,1590,1248,Cloudy
2025-05-03,Wheat,Indore,453.83,2027,2340,2175,Cloudy
2025-01-26,Onion,Kanpur,72.37,942,1708,1399,Humid
2025-07-18,Rice,Kanpur,296.1,1265,1810,1682,Foggy
2025-05-15,Onion,Jaipur,252.27,2292,3061,2447,Cloudy
2025-06-20,Maize,Kanpur,88.59,2457,2625,2472,Cloudy
2025-08-06,Potato,Lucknow,98.7,1739,2309,1766,Humid
2025-04-16,Mustard,Delhi,288.94,1722,2059,2036,Foggy
2025-12-25,Maize,Indore,167.72,1878,2501,2464,Rainy
2025-12-26,Wheat,Lucknow,493.76,1506,2035,1682,Sunny
2025-02-22,Potato,Kanpur,241.98,913,1336,1079,Rainy
2025-10-24,Wheat,Lucknow,169.01,1185,1346,1218,Sunny
